0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.256792551623507848e+01
1.709032352277752020e-02,5.118061623477206806e-02,8.500024402248916588e-02,1.183700888875558188e-01,1.511130150356748414e-01,1.830546503363168487e-01,2.140241564148417097e-01,2.438549842066053686e-01,2.723856118602808740e-01,2.994602619476154359e-01,3.249295950189847182e-01,3.486513766379476520e-01,3.704911151332977992e-01,3.903226674233577498e-01,4.080288103940937772e-01,4.235017754494815878e-01,4.366437439989196978e-01,4.473673018018490266e-01,4.555958502533923316e-01,4.612639728662333849e-01,4.643177553823825132e-01,4.647150581332682440e-01,4.624257394570236990e-01,4.574318291771342637e-01,4.497276513460684022e-01,4.393198956603125982e-01,4.262276371585873025e-01,4.104823040221534103e-01,3.921275935041886873e-01,3.712193362234604277e-01,3.478253092650347988e-01,3.220249987368578037e-01,2.939093126348157892e-01,2.635802450695511889e-01,2.311504931051455991e-01,1.967430276519193943e-01,1.604906200423656115e-01,1.225353260998383043e-01,8.302792968337895096e-02,4.212734785828131656e-02,-3.390146138297831513e+00
4.466273027635769832e-02,1.337520647414832398e-01,2.221340612505883494e-01,3.093406245778438923e-01,3.949088396595034078e-01,4.783830138093989048e-01,5.593166892271695945e-01,6.372746175138022107e-01,7.118346880597467008e-01,7.825898023538535586e-01,8.491496864759554564e-01,9.111426342812078971e-01,9.682171740594626153e-01,1.020043651756735725e+00,1.066315724177288482e+00,1.106751755942473547e+00,1.141096114365041325e+00,1.169120356803566851e+00,1.190624305489349721e+00,1.205437005266113193e+00,1.213417560149092855e+00,1.214455845093040054e+00,1.208473089856284766e+00,1.195422332358465400e+00,1.175288739450677244e+00,1.148089793546837489e+00,1.113875344101714626e+00,1.072727523462347898e+00,1.024760527163424140e+00,9.701202592812336878e-01,9.089838440033437550e-01,8.415590051095406254e-01,7.680833155922147659e-01,6.888233201687513629e-01,6.040735339528819914e-01,5.141553210540777963e-01,4.194156573621555251e-01,3.202257822462347137e-01,2.169797443512943291e-01,1.100928471099500983e-01,-1.385590151169777329e+01
3.689257625839352170e-03,1.104826824885040033e-02,1.834885091790226103e-02,2.555233975048300937e-02,3.262049675893539946e-02,3.951568054276579506e-02,4.620101252705478834e-02,5.264054006257421620e-02,5.879939571565869633e-02,6.464395209099604855e-02,7.014197154822621183e-02,7.526275019349965012e-02,7.997725554987403229e-02,8.425825733552301522e-02,8.808045080611065503e-02,9.142057214722244807e-02,9.425750543435029716e-02,9.657238071145426983e-02,9.834866277445813987e-02,9.957223028303965884e-02,1.002314448625847149e-01,1.003172098980750770e-01,9.982301876277824282e-02,9.874499226677395380e-02,9.708190515340242577e-02,9.483520151550041410e-02,9.200899904762011028e-02,8.861008209513812628e-02,8.464788350608141998e-02,8.013445533644318608e-02,7.508442850456760465e-02,6.951496153466277250e-02,6.344567857349370232e-02,5.689859690762472111e-02,4.989804425107011165e-02,4.247056611468872506e-02,3.464482360897620100e-02,2.645148207089387596e-02,1.792309094288389165e-02,9.093955368101055634e-03,1.644522262092504850e-01
5.155349211332796791e-03,1.543879196843660033e-02,2.564058780984305314e-02,3.570670523460250934e-02,4.558371067978618518e-02,5.521900425023073405e-02,6.456105201922053560e-02,7.355961394373281004e-02,8.216596645526744180e-02,9.033311880839958730e-02,9.801602229396845500e-02,1.051717714521241964e-01,1.117597964522156900e-01,1.177420458415729260e-01,1.230831589034918905e-01,1.277506269060113830e-01,1.317149425672333729e-01,1.349497371097901077e-01,1.374319043264339846e-01,1.391417111304363297e-01,1.400628941182964493e-01,1.401827417280101795e-01,1.394921616335880188e-01,1.379857330754287181e-01,1.356617438863173264e-01,1.325222120339921983e-01,1.285728915631730029e-01,1.238232628824228326e-01,1.182865074039843312e-01,1.119794666075430434e-01,1.049225856614760116e-01,9.713984179730644763e-02,8.865865769455656686e-02,7.950980019372298757e-02,6.972726471447455998e-02,5.934814581413146856e-02,4.841249437782433468e-02,3.696316198621031612e-02,2.504563305904048201e-02,1.270784542301175123e-02,-9.337894962263425525e-01
6.497792250161327915e-03,1.945902376192831101e-02,3.231734765787360603e-02,4.500466273791443178e-02,5.745362144190183096e-02,6.959792696293948255e-02,8.137262603871542321e-02,9.271439621543987875e-02,1.035618264009018630e-01,1.138556895497672694e-01,1.235392063554816566e-01,1.325582988588088484e-01,1.408618329230703903e-01,1.484018485703613444e-01,1.551337772212242616e-01,1.610166449322958659e-01,1.660132607821117878e-01,1.700903896142936522e-01,1.732189084095788201e-01,1.753739456233329719e-01,1.765350028930015858e-01,1.766860585902347014e-01,1.758156527648082335e-01,1.739169531017258630e-01,1.709878015887164315e-01,1.670307416684438384e-01,1.620530257278277597e-01,1.560666028556234042e-01,1.490880868785192659e-01,1.411387047651834203e-01,1.322442255665933486e-01,1.224348701393361272e-01,1.117452019760431237e-01,1.002139995434187109e-01,8.788411060315855228e-02,7.480228906410524292e-02,6.101901498499887055e-02,4.658829841584519876e-02,3.156746783199016609e-02,1.601694397818489296e-02,-1.953971571396841966e+00
7.704725587874744486e-03,2.307344287436443805e-02,3.832013795542107970e-02,5.336406016395064955e-02,6.812535245774858916e-02,8.252540372017212744e-02,9.648719593604299094e-02,1.099356448134646835e-01,1.227979324482428442e-01,1.350038306591575255e-01,1.464860136593525708e-01,1.571803587714268036e-01,1.670262339412759700e-01,1.759667708581368062e-01,1.839491225454742696e-01,1.909247043490392981e-01,1.968494173144166859e-01,2.016838530164186405e-01,2.053934789764638447e-01,2.079488038813530337e-01,2.093255218972884801e-01,2.095046354563034618e-01,2.084725559781035187e-01,2.062211820783799443e-01,2.027479549045680673e-01,1.980558903314479924e-01,1.921535878415704668e-01,1.850552160088661802e-01,1.767804745976047087e-01,1.673545333827422821e-01,1.568079478912637881e-01,1.451765523570242578e-01,1.325013302734674991e-01,1.188282630190636568e-01,1.042081571190462547e-01,8.869645079364825435e-02,7.235300052723826758e-02,5.524184847417598632e-02,3.743097159554392012e-02,1.899201349584648396e-02,-2.888298263514599729e+00
3.189726631531049350e-02,9.512096094948224723e-02,1.566439813463477437e-01,2.153717600587970182e-01,2.702676812914607263e-01,3.203745373577628341e-01,3.648343040075535670e-01,4.029058148504807702e-01,4.339799588057964286e-01,4.575920760748751204e-01,4.734312865055408936e-01,4.813465482047218913e-01,4.813493125496132730e-01,4.736127129495917298e-01,4.584672973624643322e-01,4.363933871783525764e-01,4.080102161598304078e-01,3.740620712036737405e-01,3.354017203614576559e-01,2.929714715037001760e-01,2.477822560291552956e-01,2.008911750389487383e-01,1.533779795064477980e-01,1.063209804483317145e-01,6.077289940448134947e-02,1.773717333335661853e-02,-2.185477879300413637e-02,-5.716483775736840023e-02,-8.746755185295272683e-02,-1.121671655055253847e-01,-1.308119298730151536e-01,-1.431053708394418866e-01,-1.489142511297374127e-01,-1.482730303695304896e-01,-1.413846984606974277e-01,-1.286179322048304208e-01,-1.105006011808551819e-01,-8.770972493021408911e-02,-6.105805797697566595e-02,-3.147755058875286588e-02,-1.698312150871196025e+00
1.874282055414123738e-01,5.581941662363729684e-01,9.167786581941979041e-01,1.255358385762737061e+00,1.566549882588855525e+00,1.843572194879886883e+00,2.080396647970335078e+00,2.271880472053686262e+00,2.413881399556446983e+00,2.503350743779721110e+00,2.538402917999890374e+00,2.518359847014833619e+00,2.443769249063800775e+00,2.316396314366465869e+00,2.139188865977101894e+00,1.916216647744881429e+00,1.652585931409244591e+00,1.354331158958204329e+00,1.028285826502064459e+00,6.819352618983750558e-01,3.232543409132440648e-01,-3.946648241056482237e-02,-3.978031932829083628e-01,-7.433844557523456853e-01,-1.068078138971068958e+00,-1.364174166176419289e+00,-1.624559775705788800e+00,-1.842883417754040298e+00,-2.013703723689865832e+00,-2.132620272564802910e+00,-2.196383236440973441e+00,-2.202979405371883637e+00,-2.151692566047078259e+00,-2.043136725880132065e+00,-1.879261226362806569e+00,-1.663327364767527072e+00,-1.399856730178991926e+00,-1.094552046506174436e+00,-7.541918896488950530e-01,-3.865011966355719197e-01,1.150764763004157487e+01
