Times,H,V,M,North Pole,South Pole,Maximum Radius
0.0,1.0,-0.6682065548915246,0,2.0,0.0,1.0
0.0015341680756939071,0.9989748588355161,-0.6682065548915246,1,1.998974858835516,-0.0010251411644839337,1.0
0.0030683361513878142,0.9979498381333993,-0.6681280352240028,2,1.9979505985351889,-0.0014998196492862492,1.0000854280823073
0.004602504227081722,0.9969251322397301,-0.6679228370762181,2,1.996928407853885,-0.0005804896170585883,1.0003816068377656
0.0061366723027756285,0.995900452350057,-0.667905887175779,2,1.9959055133728003,0.00028015442041395833,1.0006463525240403
0.007670840378469535,0.9948758087982313,-0.6678822014740138,2,1.994881789701639,0.001064545515268911,1.0008686359359427
0.009205008454163444,0.9938512110465589,-0.667852348060974,2,1.9938572327600959,0.0017612846779953006,1.001039630811724
0.01073917652985735,0.9928266676021957,-0.6678169495215197,2,1.992831943760531,0.0023652039045146678,1.0011528745190763
0.012273344605551257,0.9918023480413448,-0.6676710179799017,3,1.991805012597129,0.00271095115799469,1.001086182337616
0.013807512681245164,0.9907793422862975,-0.6668146543100233,3,1.9907696273621394,0.0017096412650496884,1.0012694017678214
0.01534168075693907,0.9897563907794272,-0.6667792943139895,3,1.9897364712900902,0.0007884351814856361,1.001854336056373
0.01687584883263298,0.9887335255294096,-0.6667230704528461,3,1.9887060209219247,-2.5542807286171865e-05,1.0023779685957395
0.018410016908326887,0.9877107752405672,-0.6666481365673115,3,1.987678361447267,-0.0007152323908226066,1.0028253051971079
0.019944184984020792,0.9866881649579149,-0.6665568778633514,3,1.9866532306530877,-0.0012737338322917902,1.0031853322303166
0.0214783530597147,0.9856657159222846,-0.666451773980378,3,1.9856301012582929,-0.0017035369258326938,1.0034510719554686
0.023012521135408606,0.984643445618107,-0.666335273411904,3,1.9846082858194851,-0.0020150577711380846,1.003619406307711
0.024546689211102514,0.9836213679858092,-0.6662096862075754,3,1.9835870475744346,-0.00222470241851902,1.003690708205578
0.026080857286796422,0.9825994937635203,-0.6660770996859811,3,1.9825657020503975,-0.0023526932455764094,1.003668328276854
0.027615025362490327,0.9815778309190528,-0.6659393195920099,3,1.9815436975119574,-0.0024208855984312327,1.0035579889818784
0.029149193438184236,0.9805563851327481,-0.6657978369434043,3,1.980520666695844,-0.0024507727910662025,1.0034441672709318
0.03068336151387814,0.9795372048405913,-0.6643211446672048,4,1.979510203316166,-0.0015512181670823688,1.0043224417126677
0.03221752958957205,0.9785181937029173,-0.6642108865504959,3,1.9784954706255236,-0.0007623074906994987,1.0051266358608086
0.03375169766526596,0.9785181841234551,-0.6642171306264567,3,1.9784954061723137,-0.0007665740594502424,1.0051249175030703
0.03528586574095986,0.9774993649114933,-0.6640857857122745,4,1.9774761268870946,-0.000119092723532499,1.0058303904074481
0.036820033816653774,0.9764807966825338,-0.6639221902063738,4,1.9764528522177143,0.00038730236907047466,1.006425671751815
0.03835420189234768,0.975462520773172,-0.6637316507198082,4,1.9754264529098924,0.0007585989347342892,1.006902620071815
0.039888369968041584,0.9744445705575842,-0.6635193573086282,4,1.974398019427657,0.0010088361858432426,1.0072578629819449
0.04142253804373549,0.9734269719614597,-0.6632901650389822,4,1.973368693569901,0.0011578079293109722,1.007492293379782
0.0429567061194294,0.9724097442330096,-0.6630484264183877,4,1.9723395180501826,0.0012285964461513643,1.0076104013202598
0.044490874195123306,0.9713929008871064,-0.6627978785463129,4,1.9713113207813935,0.001245185964918627,1.0076195063510118
0.04602504227081721,0.9703764507396283,-0.6625415843165982,4,1.9702846438233184,0.001230363284144942,1.0075289532017568
0.04755921034651112,0.9693603989560127,-0.6622819231564206,4,1.969259719794879,0.0012040568259293893,1.0073493273258003
0.04909337842220503,0.9683447480494675,-0.6620206238392996,4,1.968236492005874,0.0011822018200104978,1.0072386612092403
0.05062754649789893,0.9673294987787018,-0.6617588299811912,4,1.9672146693967314,0.0011761558743942357,1.007947673879598
0.052161714573592845,0.9663146509108134,-0.6614971879331889,4,1.966193804077939,0.0011926323245694537,1.00860748322089
0.05369588264928675,0.9653002038306646,-0.6612359468436155,4,1.965173378012019,0.0012340733514712987,1.0092084944188238
0.055230050724980655,0.9642861569924402,-0.6609750615269089,4,1.9641528860672324,0.001299353937624037,1.009744059719767
0.05676421880067457,0.9632725102211863,-0.6607142902485078,4,1.9631319049418066,0.0013846923801713595,1.010210358965678
0.05829838687636847,0.9622592638813853,-0.6604532813934444,4,1.962110140798019,0.0014846426070901364,1.0106061269659883
0.059832554952062376,0.96124826062247,-0.658991198508612,5,1.961075483149871,0.0011343642621851613,1.0111577184074902
0.06136672302775628,0.9602379276764468,-0.658554275786416,5,1.9600404792718948,0.0007667533432439422,1.0116463252229624
0.0629008911034502,0.9592280502675888,-0.658257347977449,5,1.9590076111715855,0.00045323994425527925,1.0120342720939755
0.0644350591791441,0.9582186688647469,-0.6579340417999501,5,1.9579771985853114,0.00019365910083790627,1.0123206936421254
0.065969227254838,0.9572098167091386,-0.6575890683633719,5,1.9569492834684747,-1.4529810921648512e-05,1.0125069488229872
0.06750339533053192,0.95620152036434,-0.6572267802811919,5,1.9559236551085681,-0.00017594349706184786,1.0125963317265756
0.06903756340622583,0.9551938003988077,-0.6568510852870053,5,1.954899903761717,-0.00029682883488568734,1.0125937364508304
0.07057173148191973,0.9541866721578464,-0.6564653879307384,5,1.95387749251752,-0.0003845200245604641,1.0125052959409335
0.07210589955761364,0.9531801465818374,-0.6560725594252179,5,1.9528558360314006,-0.0004468542677033005,1.0123380144904033
