0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.080472653749886330e-03
-5.538658967160754708e-07,-1.156898340918425758e-06,-1.969023526432327010e-06,-2.981057289489751591e-06,-4.181493471993848574e-06,-5.556561125794385395e-06,-7.090302054053819357e-06,-8.764669125701650583e-06,-1.055964560018426091e-05,-1.245338547889996415e-05,-1.442237465811938035e-05,-1.644161239771748797e-05,-1.848481234341555184e-05,-2.052462205047790204e-05,-2.253285965827068956e-05,-2.448076606215914501e-05,-2.633927062748305932e-05,-2.807926819554455215e-05,-2.967190485021449506e-05,-3.108886965253949329e-05,-3.230268931661478467e-05,-3.328702259985385440e-05,-3.401695102137102314e-05,-3.446926240979227138e-05,-3.462272372199975691e-05,-3.445833957190468766e-05,-3.395959296687537401e-05,-3.311266487129894411e-05,-3.190662940272442677e-05,-3.033362171538572577e-05,-2.838897593616810169e-05,-2.607133088513695576e-05,-2.338270173076951493e-05,-2.032851619168087666e-05,-1.691761439314052746e-05,-1.316221200814200623e-05,-9.077826848396146000e-06,-4.683169608992373829e-06,-1.398963449009287246e-03
-2.084737550957601847e-06,-4.354416972427842613e-06,-7.410762809130467141e-06,-1.121877429258524003e-05,-1.573447415680099642e-05,-2.090508961990642658e-05,-2.666932253006920595e-05,-3.295771232213420306e-05,-3.969309440928950978e-05,-4.679115545601437369e-05,-5.416108565057846586e-05,-6.170632662805004137e-05,-6.932541210503006428e-05,-7.691289659653728747e-05,-8.436036582192873773e-05,-9.155752060381598830e-05,-9.839332426011022253e-05,-1.047572017284029708e-04,-1.105402769905857775e-04,-1.156366338337987490e-04,-1.199445836420672543e-04,-1.233679228114873132e-04,-1.258171615681047796e-04,-1.272107054850276796e-04,-1.274759708804268572e-04,-1.265504155594384902e-04,-1.243824670587890808e-04,-1.209323316699277285e-04,-1.161726690484997734e-04,-1.100891191456599951e-04,-1.026806704870926039e-04,-9.395986143260276686e-05,-8.395280891476854116e-05,-7.269906221095691584e-05,-6.025128247230000236e-05,-4.667475193370841424e-05,-3.204671987558513157e-05,-1.645559541593929139e-05,-4.349556248121423446e-04
-3.709833640702861259e-06,-7.748357750670571901e-06,-1.318553945885120627e-05,-1.995759024285190434e-05,-2.798392481769053047e-05,-3.716736525892442303e-05,-4.739454886921126454e-05,-5.853655355469378549e-05,-7.044975163830578422e-05,-8.297689961745241787e-05,-9.594846738708390709e-05,-1.091842059299669978e-04,-1.224949474830953552e-04,-1.356846268039058273e-04,-1.485525064912861508e-04,-1.608955834962520314e-04,-1.725111481403234696e-04,-1.831994613213286231e-04,-1.927665103153484679e-04,-2.010267988783093261e-04,-2.078061234113220642e-04,-2.129442839732924851e-04,-2.162976770803086012e-04,-2.177417166766614312e-04,-2.171730305154436901e-04,-2.145113815238530578e-04,-2.097012675759053789e-04,-2.027131584247390751e-04,-1.935443352714811258e-04,-1.822193064225551744e-04,-1.687897815115728221e-04,-1.533341965841327403e-04,-1.359567926710343990e-04,-1.167862609836742093e-04,-9.597397821331763747e-05,-7.369186525916448475e-05,-5.012991171643546199e-05,-2.549341632023547903e-05,4.654094327104308162e-04
-5.465038339221404707e-06,-1.141348857376786758e-05,-1.942000387908357143e-05,-2.938777410829956143e-05,-4.119369401779974203e-05,-5.468844669207758918e-05,-6.969697611849413053e-05,-8.601938392067779175e-05,-1.034322789089654033e-04,-1.216906001587476726e-04,-1.405299248060881234e-04,-1.596692607435231867e-04,-1.788143120732596893e-04,-1.976611917711587575e-04,-2.159005418581909288e-04,-2.332220068665192864e-04,-2.493189919972700272e-04,-2.638936236265612689e-04,-2.766618172963258176e-04,-2.873583476171196957e-04,-2.957418061936946201e-04,-3.015993283056809778e-04,-3.047509671112340942e-04,-3.050535959667715464e-04,-3.024042253159780471e-04,-2.967426305858553550e-04,-2.880532015509270185e-04,-2.763659414169181497e-04,-2.617565649727991543e-04,-2.443456689271922624e-04,-2.242969731867387371e-04,-2.018146584284568603e-04,-1.771398518585726536e-04,-1.505463384920772410e-04,-1.223355986008880147e-04,-9.283129220325426134e-05,-6.237332776269046330e-05,-3.131166395736234207e-05,1.284183503614808215e-03
-7.383151474897285547e-06,-1.541811695548126677e-05,-2.622975322338609057e-05,-3.968272047785705253e-05,-5.560367707468907627e-05,-7.378105511241258945e-05,-9.396551173189683301e-05,-1.158711288551210608e-04,-1.391774215261727037e-04,-1.635321987636419714e-04,-1.885553009246434934e-04,-2.138432142279621305e-04,-2.389745366966935494e-04,-2.635162409751916671e-04,-2.870306490818495425e-04,-3.090830032094802433e-04,-3.292494863896961430e-04,-3.471255185481597009e-04,-3.623341286311138076e-04,-3.745341835370391797e-04,-3.834282409368565685e-04,-3.887697869606506883e-04,-3.903696221806409405e-04,-3.881011710182801747e-04,-3.819045109376534818e-04,-3.717889483897228323e-04,-3.578340077801295304e-04,-3.401887465843127126e-04,-3.190693624893688207e-04,-2.947551150476803729e-04,-2.675826424038584483e-04,-2.379388106196749658e-04,-2.062522863239033379e-04,-1.729840702975891703e-04,-1.386172678580534776e-04,-1.036463996053790907e-04,-6.856657183679743070e-05,-3.386282891897773065e-05,2.009938478262385166e-03
-9.493610780322037451e-06,-1.982350666948268889e-05,-3.371832825137247898e-05,-5.099740608308785762e-05,-7.142760144968347932e-05,-9.472254415114628049e-05,-1.205429705845339258e-04,-1.484982957560084156e-04,-1.781495299314552491e-04,-2.090136201125510431e-04,-2.405692584693796274e-04,-2.722641547415653534e-04,-3.035237183652624991e-04,-3.337610401071907534e-04,-3.623880041939805583e-04,-3.888273026781198277e-04,-4.125250668356058551e-04,-4.329637787851473409e-04,-4.496750834343070098e-04,-4.622520894356135562e-04,-4.703607309729618637e-04,-4.737497623304197446e-04,-4.722589760771443799e-04,-4.658252742108190967e-04,-4.544862795766726701e-04,-4.383812510165426240e-04,-4.177491575246285150e-04,-3.929238705918696914e-04,-3.643265453232845700e-04,-3.324553744660553871e-04,-2.978730093855547103e-04,-2.611920423639382469e-04,-2.230590297499024724e-04,-1.841376005129636716e-04,-1.450912357405610752e-04,-1.065663189821199969e-04,-6.917604404983374359e-05,-3.348572652531699428e-05,2.637785117983175009e-03
-1.465790138050055265e-05,-3.050221638763969643e-05,-5.164517792005166833e-05,-7.766520267787015608e-05,-1.080338572228875500e-04,-1.421220096439354227e-04,-1.792088306895281327e-04,-2.184936123211939356e-04,-2.591102982084998361e-04,-3.001445404702117350e-04,-3.406530112038299164e-04,-3.796846079413564688e-04,-4.163031017484873230e-04,-4.496106886228523440e-04,-4.787718232267843899e-04,-5.030366434938811186e-04,-5.217632403717191230e-04,-5.344379941458926890e-04,-5.406931924795218723e-04,-5.403211699474079997e-04,-5.332842678649268257e-04,-5.197200085599289069e-04,-4.999410099941667927e-04,-4.744293327052818434e-04,-4.438251469253074919e-04,-4.089098265394989508e-04,-3.705838091302791752e-04,-3.298397966689718512e-04,-2.877320971145966538e-04,-2.453431103114699996e-04,-2.037481294822302100e-04,-1.639797508304324380e-04,-1.269932489495986425e-04,-9.363427845623234751e-05,-6.461019964482948342e-05,-4.046619905529257559e-05,-2.156718971632342970e-05,-8.086239339488801806e-06,2.284195161327583386e-03
-2.217384514626754750e-05,-4.601106051969439619e-05,-7.760618337106934812e-05,-1.161427775519912318e-04,-1.606107470106042212e-04,-2.098251990629733171e-04,-2.624511930987385761e-04,-3.170340101860890606e-04,-3.720344016462378439e-04,-4.258680932005837346e-04,-4.769486404743446630e-04,-5.237325573417879075e-04,-5.647654778527985133e-04,-5.987279733875499948e-04,-6.244795381945996132e-04,-6.410991880110871767e-04,-6.479210974432629642e-04,-6.445637409139123777e-04,-6.309511065036722387e-04,-6.073247268534529833e-04,-5.742455182111535963e-04,-5.325847355065870675e-04,-4.835037312801666659e-04,-4.284226377391580579e-04,-3.689785576599034474e-04,-3.069743303431519813e-04,-2.443194088499768806e-04,-1.829648175451015820e-04,-1.248345272554868745e-04,-7.175586323259737574e-05,-2.539172619044256524e-05,1.282255793905469700e-05,4.173504795530786238e-05,6.052319022787114414e-05,6.872792525377228881e-05,6.627430247777181603e-05,5.347759275803096288e-05,3.103453230057767455e-05,1.262102909446033427e-03
