0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.009163967262323602e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.605750338559612356e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.408625507839418756e+00
4.899527918045623598e-02,1.459758389375069854e-01,2.399437531460484330e-01,3.289481474692259044e-01,4.111235122792847863e-01,4.847219252910480169e-01,5.481433866833844704e-01,5.999637778670634525e-01,6.389599918407047330e-01,6.641318268840643579e-01,6.747202855066074534e-01,6.702219763395207419e-01,6.503993771860252515e-01,6.152867818102097930e-01,5.651918202719145023e-01,5.006925116831457689e-01,4.226298781195833021e-01,3.320962180051501011e-01,2.304192055366228731e-01,1.191420485858463024e-01,-1.681183145101624810e+00
6.957659015909173350e-02,2.072955045623225689e-01,3.407362597606380938e-01,4.671284830475723182e-01,5.838230253422503901e-01,6.883377194951028066e-01,7.784004581996404326e-01,8.519888973223390671e-01,9.073661426974927169e-01,9.431118406434844115e-01,9.581481636999110707e-01,9.517602622824188341e-01,9.236108389040772471e-01,8.737485930153008340e-01,8.026103799815901274e-01,7.110170257995074294e-01,6.001628383544880263e-01,4.715989548386031460e-01,3.272107618645854754e-01,1.691897183530823856e-01,-3.847418824500477896e+00
7.403729623449081809e-03,2.205856688904350715e-02,3.625816002774360364e-02,4.970771030871247442e-02,6.212531855462392200e-02,7.324685433865490980e-02,8.283053995749671550e-02,9.066117531100158222e-02,9.655393537744846877e-02,1.003576785932119436e-01,1.019577120266708381e-01,1.012779676636858389e-01,9.828255326823058524e-02,9.297665100808370775e-02,8.540674719427784889e-02,7.566018691993338374e-02,6.386405794043895079e-02,5.018341865191190687e-02,3.481889533805519743e-02,1.800368380930261747e-02,1.464717448829323088e+00
1.015199573087803217e-02,3.024671189742006092e-02,4.971719721440458206e-02,6.815922359556494947e-02,8.518625082531972037e-02,1.004361032027883821e-01,1.135772550866189501e-01,1.243146240509127171e-01,1.323947779841662120e-01,1.376104715402199086e-01,1.398044377453458720e-01,1.388723721213857287e-01,1.347650592261983860e-01,1.274896048494117973e-01,1.171097510312068546e-01,1.037452653829862570e-01,8.757041066362571125e-02,6.881151498313912984e-02,4.774367714702627136e-02,2.468665530319202189e-02,9.328469170299262814e-01
1.266062688221203381e-02,3.772089192100885890e-02,6.200267417827987765e-02,8.500185790070892422e-02,1.062363860057106146e-01,1.252545865721961249e-01,1.416430115887287178e-01,1.550336616399385914e-01,1.651104797170588612e-01,1.716150086585265522e-01,1.743511196904487248e-01,1.731887339480273347e-01,1.680664744994443405e-01,1.589932030260446938e-01,1.460484126845273956e-01,1.293814665243597506e-01,1.092096888853145709e-01,8.581533518098777291e-02,5.954148311004119759e-02,3.078690535820969437e-02,4.393668807675720211e-01
1.490888252206731823e-02,4.441931284366758964e-02,7.301301854782191181e-02,1.000963637416445728e-01,1.251016883495282561e-01,1.474971132099842652e-01,1.667957708172531917e-01,1.825643129569868572e-01,1.944305576781789613e-01,2.020901513738100619e-01,2.053121370086267439e-01,2.039433365029080791e-01,1.979114736988815126e-01,1.872269839223290044e-01,1.719834766086725253e-01,1.523568384796648023e-01,1.286029860140870951e-01,1.010542971298473702e-01,7.011477276251354418e-02,3.625399906922791710e-02,-1.224066886419710246e-02
