0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.289202647855037121e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.578510053436406345e-03
-2.577689001182575118e-06,-5.358441769491205016e-06,-9.060430362158654696e-06,-1.360297966584002572e-05,-1.888604457668998035e-05,-2.479160718830857090e-05,-3.118544563830489056e-05,-3.791925907799537906e-05,-4.483312334773370875e-05,-5.175824193287697247e-05,-5.851994701001566701e-05,-6.494089626875318238e-05,-7.084440312276769880e-05,-7.605783130792108122e-05,-8.041598007403337228e-05,-8.376438352241645459e-05,-8.596244735466981597e-05,-8.688634851088198599e-05,-8.643162790486600029e-05,-8.451541360693110710e-05,-8.107822115733087762e-05,-7.608528888104747494e-05,-6.952741868771408350e-05,-6.142130637901945173e-05,-5.180935940716532948e-05,-4.075901377791468891e-05,-2.836157483659995624e-05,-1.473061853086309876e-05,-2.425058416091776387e-03
-7.155003023442375404e-06,-1.486891247547037317e-05,-2.512881005936754965e-05,-3.770080616534570312e-05,-5.229407366747481441e-05,-6.856508150740255763e-05,-8.612317381447658050e-05,-1.045374508249848658e-04,-1.233448612697379593e-04,-1.420593680358472573e-04,-1.601820019669802681e-04,-1.772115750581938884e-04,-1.926557865216485825e-04,-2.060424256621031707e-04,-2.169303563598837931e-04,-2.249199609312206008e-04,-2.296627273420371012e-04,-2.308696835889429669e-04,-2.283184161297549541e-04,-2.218584543298931947e-04,-2.114148580108316466e-04,-1.969899077125580389e-04,-1.786628641047630897e-04,-1.565878307256250051e-04,-1.309898194854426689e-04,-1.021591779428070369e-04,-7.044458846129392649e-05,-3.624488979870486491e-05,-1.321355126774054331e-03
-1.214534819711750615e-05,-2.522890878511392421e-05,-4.260920908244695128e-05,-6.386640840077152225e-05,-8.847647951963801124e-05,-1.158192174821515337e-04,-1.451893418699356218e-04,-1.758106145962128563e-04,-2.068527596244630943e-04,-2.374508304883789927e-04,-2.667265338703173191e-04,-2.938108914471513201e-04,-3.178675166428985449e-04,-3.381157062900453812e-04,-3.538525067354744225e-04,-3.644729149282442942e-04,-3.694874202201838399e-04,-3.685361817126111411e-04,-3.613992655149737636e-04,-3.480025296773860783e-04,-3.284189325737322932e-04,-3.028652419020043222e-04,-2.716943238857041768e-04,-2.353833832620429308e-04,-1.945186927173417097e-04,-1.497774859239743702e-04,-1.019077841862613354e-04,-5.170697891915093625e-05,-3.113981881733739665e-04
-1.763473905452240875e-05,-3.661533021693859238e-05,-6.179508708826795334e-05,-9.252745564975000368e-05,-1.280020044739608326e-04,-1.672574655440491943e-04,-2.092007546569850309e-04,-2.526318410786531905e-04,-2.962740189054958919e-04,-3.388088028736656212e-04,-3.789143508524077798e-04,-4.153060280297203068e-04,-4.467774983233163493e-04,-4.722405794227813665e-04,-4.907620473884701569e-04,-5.015956366565385485e-04,-5.042076550597387715e-04,-4.982949151279013377e-04,-4.837940570591154179e-04,-4.608817813754668329e-04,-4.299659897816497417e-04,-3.916683166030798715e-04,-3.467989851849307011e-04,-2.963253112544284333e-04,-2.413354717090548658e-04,-1.829993439945478675e-04,-1.225282892531515176e-04,-6.113570291833175276e-05,5.948209790053094652e-04
-2.369976125655978092e-05,-4.918521694301710985e-05,-8.294560038068136780e-05,-1.240585600378181193e-04,-1.713629262044536448e-04,-2.234785010903813643e-04,-2.788362918448741390e-04,-3.357189576213889652e-04,-3.923105927117743444e-04,-4.467542937751580617e-04,-4.972153119408281646e-04,-5.419470270694720778e-04,-5.793565587029687099e-04,-6.080665969744342841e-04,-6.269700351300017951e-04,-6.352742331967585780e-04,-6.325322372288781376e-04,-6.186589939057197821e-04,-5.939314864941064092e-04,-5.589727068260486736e-04,-5.147203881478914101e-04,-4.623823707133149774e-04,-4.033812762978898061e-04,-3.392917637593987983e-04,-2.717739805448472507e-04,-2.025068950249515616e-04,-1.331249984842643533e-04,-6.516143468529818144e-05,1.394163616238557274e-03
-3.040781783671271508e-05,-6.307625794005988589e-05,-1.062864426518821950e-04,-1.587824917964222968e-04,-2.189766627136288863e-04,-2.849782320716689240e-04,-3.546393834530594700e-04,-4.256176762828008521e-04,-4.954534606157791083e-04,-5.616593503089585418e-04,-6.218176844081777952e-04,-6.736809137526828537e-04,-7.152691647578145271e-04,-7.449589554845786020e-04,-7.615572386094162424e-04,-7.643556453514272278e-04,-7.531609750935358691e-04,-7.282995350426282183e-04,-6.905947528767790358e-04,-6.413193983529915472e-04,-5.821255766294210383e-04,-5.149572214021447963e-04,-4.419509715975012743e-04,-3.653319580100597799e-04,-2.873111095719387627e-04,-2.099901275371540558e-04,-1.352793412648133683e-04,-6.483236834284611145e-05,2.089308923012893771e-03
-3.781767445436973445e-05,-7.840792269400290507e-05,-1.320117470035564173e-04,-1.969730061276579237e-04,-2.711896552277111403e-04,-3.521548758017484281e-04,-4.370244860696669334e-04,-5.227098323846189132e-04,-6.059932525626361526e-04,-6.836610369752153284e-04,-7.526468095934505916e-04,-8.101766430553825060e-04,-8.539062321035608511e-04,-8.820402578893122864e-04,-8.934247871274201853e-04,-8.876051725420139576e-04,-8.648443523242446782e-04,-8.260994779627347726e-04,-7.729581370279234266e-04,-7.075387338704197974e-04,-6.323624933002948466e-04,-5.502067473662359794e-04,-4.639504240638276473e-04,-3.764228641936762099e-04,-2.902662616212493113e-04,-2.078202881701650027e-04,-1.310350616279334099e-04,-6.141584065746977749e-05,2.687504278158188171e-03
-4.598022402983230014e-05,-9.528305031504595525e-05,-1.602867666451965344e-04,-2.388588537475061177e-04,-3.282829279736019308e-04,-4.253163040438907774e-04,-5.262865323752016983e-04,-6.272254322426607442e-04,-7.240356585675008149e-04,-8.126813008246182475e-04,-8.893908169791455700e-04,-9.508581783019832675e-04,-9.944268338015560885e-04,-1.018241289905504575e-03,-1.021352880165858276e-03,-1.003769612311997388e-03,-9.664445562370726833e-04,-9.112026157347146880e-04,-8.406111108325769543e-04,-7.578047315100435626e-04,-6.662794909075048407e-04,-5.696728215144247548e-04,-4.715476408136964350e-04,-3.751970286140187262e-04,-2.834833179714926245e-04,-1.987213229466393847e-04,-1.226106629453164749e-04,-5.621729589973367122e-05,3.199235416535942383e-03
-5.493939320718387812e-05,-1.137897343025913791e-04,-1.912510592249729371e-04,-2.846285587629490904e-04,-3.904787402053106577e-04,-5.046888772215199145e-04,-6.226123540854463286e-04,-7.392572617154183259e-04,-8.495200950299770359e-04,-9.484508745430402952e-04,-1.031531168441149511e-03,-1.094943053309527280e-03,-1.135805668463657622e-03,-1.152357134915586202e-03,-1.144063364399784070e-03,-1.111641446120725232e-03,-1.056993263160885656e-03,-9.830538373298946652e-04,-8.935675220897399892e-04,-7.928124291558045870e-04,-6.852984189043431632e-04,-5.754659649003504227e-04,-4.674120066660725908e-04,-3.646647823043287426e-04,-2.700232450563178890e-04,-1.854689662614280958e-04,-1.121504858405226811e-04,-5.043291117633534571e-05,3.636932154363485808e-03
-6.503108305325126901e-05,-1.346032577129416838e-04,-2.259928695460445983e-04,-3.358131555820033538e-04,-4.597294407738965237e-04,-5.925699603470073592e-04,-7.285148332127086655e-04,-8.613584874974609127e-04,-9.848324306391473271e-04,-1.092966954420148719e-03,-1.180463338107134389e-03,-1.243043552266720735e-03,-1.277743381636205081e-03,-1.283117895035140689e-03,-1.259335347283748081e-03,-1.208146304077384369e-03,-1.132727812876787189e-03,-1.037416106942146967e-03,-9.273537210413502260e-04,-8.080862239200599720e-04,-6.851486751697970310e-04,-5.636817162308063386e-04,-4.481120365026666340e-04,-3.419227203551429236e-04,-2.475271800497738000e-04,-1.662478251193176613e-04,-9.838910501038548786e-05,-4.338556356857439518e-05,3.975594883028864268e-03
-8.696390490240181752e-05,-1.792810253089286657e-04,-2.993940480186807473e-04,-4.418813361175221951e-04,-5.999714306914217957e-04,-7.657861748701007840e-04,-9.306979736152718157e-04,-1.085787511163527688e-03,-1.222375512022281065e-03,-1.332590126754987182e-03,-1.409922144741257042e-03,-1.449715343432107480e-03,-1.449540346445048677e-03,-1.409408106135148211e-03,-1.331793267036103902e-03,-1.221456816392474777e-03,-1.085079212491555679e-03,-9.307365803435272908e-04,-7.672704209626830243e-04,-6.036128819892545329e-04,-4.481332367762230046e-04,-3.080663799212515915e-04,-1.890718256859369873e-04,-9.495403894338676329e-05,-2.755483668244155816e-05,1.319084436583888436e-05,2.906061439764218786e-05,2.324741695366932750e-05,2.864127437104225377e-03
