R_in_CGS;V_in_CGS;V (m/s);Bo;We;Oh;alpha Coefficient of restitution;Center Coefficient of restitution;Contact time ND;Contact time CGS;Min north pole height ND;Min north pole height CGS;Min north pole height (m);Time min north pole height ND;Time min north pole height CGS;Max radius ND;Max radius CGS;Max radius (m);Time of max radius ND;Time of max radius CGS;Max contact radius ND;Max contact radius CGS;Max contact radius (m);Time max contact radius ND;Time max contact radius CGS;Max radial projection ND;Max radial projection CGS;Max radial projection (m);Time max radial projection ND;Time max radial projection CGS;Min side height ND;Min side height CGS;Min side height (m);Time min side height ND;Time min side height CGS
0.0203;-1.025636092;-0.01025636092;0.01891191570731707;0.0010000000007285644;0.015188352468351252;0.9153315792097632;0.8782206839976602;5.113109051160812;0.003200278679421978;1.910384463539106;0.03878080460984385;0.0003878080460984385;2.459470176507732;0.0015393745546586728;1.01187085037597;0.020540978262632188;0.00020540978262632188;2.7301295739224587;0.0017087794099560386;0.22497510305521634;0.004566994592020891;0.00004566994592020891;1.1555979489620063;0.0007232850778348405;1.0095096704220519;0.02049304630956765;0.0002049304630956765;2.746604493765094;0.0017190910098437045;1.9276426941824432;0.039131146691903596;0.00039131146691903596;2.4900664562154837;0.0015585246687357661
0.0203;-3.2433461000125097;-0.032433461000125097;0.01891191570731707;0.010000000000000018;0.015188352468351252;0.9272830923161464;0.9104530649192072;3.7904083437949305;0.0023724045170122414;1.8306274260629716;0.03716173674907832;0.0003716173674907832;1.6451384242860332;0.001029686903068337;1.0289049347760004;0.020886770175952807;0.00020886770175952807;1.7463415033193659;0.0010930295880925696;0.31363233558793063;0.006366736412434991;0.00006366736412434991;1.0002629904457283;0.0006260614217511348;1.0264449435595757;0.020836832354259385;0.00020836832354259385;1.7110381036565754;0.001070933302619;1.8733581179631422;0.03802916979465178;0.0003802916979465178;1.8616659422178146;0.0011652107873062298
0.0203;-17.7645382077326;-0.177645382077326;0.01891191570731707;0.3000000000000011;0.015188352468351252;0.864680327927195;0.8579792207093395;2.575971395394941;0.001612292296721452;1.2475100779680313;0.02532445458275103;0.0002532445458275103;1.1885477886472773;0.000743908277610172;1.1674342337697603;0.02369891494552613;0.0002369891494552613;1.0708697897713093;0.0006702539926982738;0.6584259521452183;0.01336604682854793;0.0001336604682854793;0.6331076339527081;0.0003962600528260124;1.1658867368446557;0.02366750075794651;0.0002366750075794651;1.0708697897713093;0.0006702539926982738;1.660118440214419;0.0337004043363527;0.000337004043363527;1.0967589495240222;0.0006864579353788914
0.0203;-32.433461;-0.32433461;0.01891191570731707;0.9999999999922876;0.015188352468351252;0.7611390057418063;0.755911717436268;2.3147262378902917;0.0014487797842170382;0.6971708939983312;0.014152569148166122;0.00014152569148166122;1.0261521501984414;0.0006422653644317525;1.3029972240096892;0.02645084364739669;0.0002645084364739669;0.8402209119744118;0.0005258915942709533;0.8676988459907384;0.017614286573611988;0.00017614286573611988;0.5013082752116239;0.00031376725372468645;1.3012700310430554;0.026415781630174023;0.00026415781630174023;0.8402209119744118;0.0005258915942709533;1.5663803501563944;0.031797521108174805;0.00031797521108174805;0.8661100717271248;0.0005420955369515709
